8.852760e-01	9.311560e-01	8.751300e-01	9.201170e-01	9.184020e-01	8.922140e-01	9.339030e-01	8.981420e-01	9.301990e-01	9.294320e-01	9.387600e-01	9.385880e-01	9.307260e-01	9.425720e-01	9.443890e-01	9.497540e-01	9.376910e-01	9.339680e-01	9.410280e-01	9.427630e-01	9.419030e-01	9.319550e-01	9.329890e-01	9.368950e-01	9.315700e-01	9.292940e-01	9.157260e-01	9.193460e-01	9.195020e-01	9.242510e-01	9.139230e-01	9.090950e-01	9.134610e-01	9.200280e-01	9.178820e-01	9.104470e-01	9.241360e-01	9.107800e-01	9.149870e-01	9.081800e-01	9.026950e-01	9.016900e-01	9.055030e-01	9.038560e-01	8.989180e-01	8.895590e-01	8.877110e-01	8.882880e-01	8.851360e-01	8.781230e-01	8.696780e-01	8.662200e-01	8.681130e-01	8.674470e-01	8.621360e-01	8.595400e-01	8.566300e-01	8.511920e-01	8.528060e-01	8.387830e-01	8.312360e-01	8.301020e-01	8.282410e-01	8.253910e-01	8.162370e-01	8.060120e-01	8.045580e-01	8.002110e-01	7.948020e-01	7.828950e-01	7.782070e-01	7.757410e-01	7.755250e-01	7.642540e-01	7.574320e-01	7.531100e-01	7.476860e-01	7.419510e-01	7.336090e-01	7.230520e-01	7.176020e-01	7.116480e-01	7.052690e-01	6.966830e-01	6.890090e-01	0
9.211830e-01	9.404590e-01	9.166670e-01	9.293340e-01	9.400870e-01	9.095390e-01	9.453380e-01	9.181170e-01	9.458570e-01	9.399370e-01	9.460450e-01	9.451940e-01	9.431110e-01	9.546280e-01	9.508940e-01	9.469460e-01	9.438090e-01	9.395240e-01	9.476100e-01	9.398690e-01	9.420340e-01	9.314390e-01	9.376790e-01	9.303130e-01	9.208320e-01	9.193010e-01	9.079290e-01	9.187500e-01	9.080860e-01	9.123630e-01	9.040900e-01	9.083910e-01	9.042440e-01	9.065840e-01	8.977180e-01	9.029320e-01	9.142710e-01	9.045960e-01	8.991190e-01	8.997610e-01	9.008970e-01	9.017430e-01	9.031160e-01	8.957690e-01	8.969050e-01	8.964030e-01	8.945440e-01	8.893150e-01	8.790490e-01	8.805060e-01	8.768180e-01	8.746020e-01	8.676200e-01	8.670410e-01	8.714200e-01	8.747750e-01	8.673160e-01	8.580590e-01	8.618110e-01	8.551750e-01	8.512200e-01	8.468160e-01	8.440390e-01	8.403900e-01	8.397870e-01	8.322610e-01	8.295780e-01	8.243540e-01	8.222860e-01	8.158450e-01	8.111620e-01	8.049130e-01	8.017300e-01	7.934680e-01	7.889460e-01	7.856350e-01	7.766310e-01	7.744350e-01	7.738840e-01	7.690560e-01	7.617060e-01	7.505350e-01	7.440070e-01	7.373260e-01	7.268690e-01	0
9.351440e-01	8.463540e-01	9.327280e-01	9.043920e-01	8.654900e-01	9.271630e-01	8.691480e-01	8.823290e-01	8.735740e-01	8.522780e-01	8.753860e-01	8.505810e-01	8.303120e-01	8.468210e-01	8.394450e-01	8.201180e-01	8.224620e-01	8.018820e-01	8.271940e-01	8.112210e-01	8.068050e-01	8.032040e-01	7.906790e-01	7.889770e-01	7.907460e-01	7.786920e-01	7.833960e-01	7.774390e-01	7.794750e-01	7.873190e-01	7.766940e-01	7.814990e-01	7.866940e-01	7.862180e-01	7.860980e-01	7.740170e-01	7.781660e-01	7.914000e-01	7.779860e-01	7.794620e-01	7.740620e-01	7.734660e-01	7.728060e-01	7.583610e-01	7.602810e-01	7.572800e-01	7.494000e-01	7.470080e-01	7.292700e-01	7.398620e-01	7.283380e-01	7.199340e-01	7.195810e-01	7.086030e-01	7.101100e-01	6.917860e-01	6.911850e-01	6.885940e-01	6.787290e-01	6.698000e-01	6.613800e-01	6.519720e-01	6.440870e-01	6.351520e-01	6.347080e-01	6.270200e-01	6.212750e-01	6.088630e-01	6.058180e-01	5.944810e-01	5.810000e-01	5.727490e-01	5.703390e-01	5.511990e-01	5.449950e-01	5.415840e-01	5.313710e-01	5.155520e-01	4.993340e-01	4.734090e-01	4.775210e-01	4.576300e-01	4.371430e-01	4.208810e-01	4.071010e-01	0
8.792940e-01	8.575570e-01	8.851350e-01	8.774050e-01	8.605740e-01	8.976730e-01	8.596290e-01	8.805390e-01	8.672760e-01	8.640450e-01	8.695100e-01	8.544910e-01	8.592710e-01	8.557520e-01	8.515290e-01	8.547930e-01	8.479420e-01	8.537090e-01	8.519840e-01	8.539680e-01	8.510970e-01	8.508630e-01	8.433080e-01	8.434180e-01	8.433350e-01	8.385370e-01	8.393430e-01	8.267030e-01	8.340360e-01	8.287890e-01	8.236550e-01	8.246700e-01	8.193050e-01	8.185960e-01	8.122090e-01	8.108840e-01	7.967070e-01	8.153550e-01	8.114580e-01	8.095500e-01	8.028830e-01	8.121010e-01	8.024450e-01	8.008690e-01	8.026360e-01	8.024210e-01	7.956770e-01	7.977740e-01	7.926620e-01	7.954310e-01	7.923260e-01	8.016030e-01	7.932050e-01	7.949740e-01	7.911410e-01	7.751880e-01	7.873590e-01	7.758630e-01	8.017000e-01	7.800110e-01	7.857770e-01	7.823610e-01	7.783060e-01	7.762890e-01	7.823710e-01	7.719360e-01	7.807230e-01	7.694010e-01	7.733150e-01	7.776080e-01	7.636820e-01	7.641590e-01	7.671910e-01	7.652660e-01	7.608100e-01	7.648210e-01	7.616360e-01	7.626210e-01	7.538240e-01	7.465980e-01	7.459620e-01	7.475820e-01	7.396180e-01	7.323160e-01	7.307250e-01	0
9.500210e-01	9.154570e-01	9.615210e-01	9.351630e-01	9.205350e-01	9.431920e-01	9.172860e-01	9.200850e-01	9.035950e-01	9.067550e-01	8.866240e-01	8.772930e-01	8.757380e-01	8.564610e-01	8.544920e-01	8.505640e-01	8.309650e-01	8.367150e-01	8.296110e-01	8.184190e-01	8.207510e-01	8.088320e-01	7.987740e-01	7.966330e-01	7.892820e-01	7.886610e-01	7.812070e-01	7.824820e-01	7.791670e-01	7.745390e-01	7.699400e-01	7.664720e-01	7.612850e-01	7.527480e-01	7.388060e-01	7.215270e-01	7.153370e-01	7.177620e-01	7.077600e-01	7.017340e-01	6.911860e-01	6.894820e-01	6.725990e-01	6.603520e-01	6.565720e-01	6.418630e-01	6.469350e-01	6.206060e-01	6.250570e-01	6.151840e-01	5.951970e-01	5.982770e-01	5.849040e-01	5.779850e-01	5.735220e-01	5.385910e-01	5.524390e-01	5.414110e-01	5.437420e-01	5.325000e-01	5.156260e-01	5.095090e-01	4.928760e-01	4.821550e-01	4.638460e-01	4.444940e-01	4.219750e-01	4.157550e-01	3.926940e-01	3.806480e-01	3.520770e-01	3.214350e-01	2.926740e-01	2.739420e-01	2.331000e-01	2.032120e-01	1.589640e-01	1.173980e-01	7.530200e-02	1.240000e-04	-1.04E-02	-3.44E-02	-7.57E-02	-9.42E-02	-1.58E-01	0
9.400710e-01	9.124180e-01	9.508500e-01	9.283230e-01	9.103600e-01	9.388950e-01	9.055180e-01	9.155930e-01	9.047410e-01	9.038790e-01	8.911220e-01	8.875580e-01	8.812720e-01	8.690670e-01	8.722770e-01	8.669720e-01	8.519860e-01	8.564550e-01	8.597900e-01	8.458010e-01	8.567780e-01	8.471490e-01	8.397350e-01	8.407540e-01	8.410760e-01	8.317410e-01	8.382750e-01	8.359550e-01	8.347500e-01	8.396080e-01	8.408230e-01	8.342190e-01	8.407940e-01	8.395030e-01	8.313880e-01	8.202670e-01	8.252230e-01	8.269830e-01	8.237430e-01	8.271680e-01	8.195460e-01	8.227080e-01	8.194460e-01	8.101490e-01	8.074700e-01	8.052940e-01	7.996890e-01	7.933400e-01	7.841270e-01	7.814910e-01	7.716560e-01	7.732080e-01	7.615950e-01	7.559290e-01	7.557760e-01	7.331760e-01	7.288870e-01	7.241490e-01	7.192080e-01	7.111640e-01	7.013840e-01	6.957310e-01	6.845450e-01	6.794440e-01	6.720290e-01	6.593660e-01	6.535410e-01	6.429310e-01	6.331460e-01	6.291230e-01	6.223360e-01	6.062720e-01	6.035970e-01	5.929230e-01	5.873700e-01	5.792710e-01	5.667240e-01	5.563590e-01	5.405660e-01	5.106620e-01	5.203640e-01	4.962800e-01	4.876640e-01	4.684680e-01	4.631910e-01	0
9.373010e-01	9.069200e-01	9.485430e-01	9.247660e-01	9.063300e-01	9.375650e-01	9.013730e-01	9.117310e-01	9.037070e-01	8.991770e-01	8.915490e-01	8.865460e-01	8.822000e-01	8.683000e-01	8.747140e-01	8.643240e-01	8.560470e-01	8.519750e-01	8.618140e-01	8.434450e-01	8.587380e-01	8.458680e-01	8.441060e-01	8.415760e-01	8.401910e-01	8.364060e-01	8.385250e-01	8.403270e-01	8.344670e-01	8.441670e-01	8.394570e-01	8.346730e-01	8.414920e-01	8.386150e-01	8.293600e-01	8.215050e-01	8.231430e-01	8.205080e-01	8.159040e-01	8.174120e-01	8.109810e-01	8.119250e-01	8.094290e-01	8.004330e-01	7.973150e-01	7.943100e-01	7.920130e-01	7.857270e-01	7.787940e-01	7.774380e-01	7.674160e-01	7.677810e-01	7.580360e-01	7.501770e-01	7.499500e-01	7.264590e-01	7.276040e-01	7.204200e-01	7.204320e-01	7.071340e-01	6.964760e-01	6.894020e-01	6.813120e-01	6.738920e-01	6.674500e-01	6.537080e-01	6.465610e-01	6.385170e-01	6.294910e-01	6.232380e-01	6.160910e-01	6.028820e-01	5.985330e-01	5.899310e-01	5.799120e-01	5.733490e-01	5.554650e-01	5.448420e-01	5.243380e-01	5.007950e-01	5.086510e-01	4.885150e-01	4.722300e-01	4.609040e-01	4.457940e-01	0
9.314960e-01	9.134010e-01	9.408820e-01	9.248570e-01	9.061850e-01	9.392650e-01	9.014940e-01	9.159020e-01	9.079620e-01	9.087240e-01	8.987490e-01	8.998890e-01	8.919000e-01	8.858350e-01	8.888040e-01	8.817660e-01	8.697290e-01	8.707220e-01	8.736090e-01	8.618450e-01	8.700380e-01	8.598140e-01	8.479580e-01	8.470800e-01	8.438530e-01	8.296380e-01	8.380810e-01	8.257890e-01	8.233590e-01	8.273740e-01	8.235100e-01	8.120730e-01	8.170640e-01	8.126700e-01	8.052800e-01	7.896800e-01	7.897020e-01	7.942630e-01	7.875310e-01	7.909160e-01	7.784990e-01	7.824800e-01	7.776020e-01	7.638110e-01	7.593570e-01	7.576650e-01	7.480450e-01	7.413900e-01	7.263110e-01	7.300090e-01	7.196760e-01	7.178230e-01	7.092460e-01	7.011900e-01	7.011920e-01	6.732410e-01	6.704100e-01	6.672240e-01	6.639390e-01	6.500250e-01	6.463270e-01	6.446980e-01	6.395380e-01	6.312490e-01	6.308000e-01	6.167940e-01	6.161480e-01	5.986000e-01	5.926960e-01	5.946050e-01	5.809930e-01	5.656650e-01	5.630220e-01	5.574170e-01	5.509840e-01	5.438210e-01	5.276830e-01	5.246300e-01	5.036520e-01	4.753050e-01	4.788950e-01	4.626340e-01	4.471860e-01	4.260900e-01	4.121610e-01	0
9.114690e-01	9.122860e-01	9.153600e-01	9.267810e-01	9.069050e-01	9.286590e-01	9.115640e-01	9.214270e-01	9.062470e-01	9.182090e-01	9.117690e-01	9.121730e-01	9.075430e-01	9.131730e-01	9.113030e-01	9.089760e-01	9.117910e-01	9.139140e-01	9.093130e-01	9.141240e-01	9.111960e-01	9.101420e-01	8.993260e-01	9.065010e-01	8.988320e-01	8.987430e-01	8.973970e-01	8.911730e-01	8.953860e-01	8.934310e-01	8.934520e-01	8.858200e-01	8.929200e-01	8.914110e-01	8.914180e-01	8.847470e-01	8.923560e-01	8.960490e-01	8.947310e-01	8.881170e-01	8.901180e-01	8.931060e-01	8.872560e-01	8.849900e-01	8.862230e-01	8.834040e-01	8.798480e-01	8.784900e-01	8.729220e-01	8.740080e-01	8.695520e-01	8.785550e-01	8.670960e-01	8.669810e-01	8.592570e-01	8.499070e-01	8.666980e-01	8.505160e-01	8.769450e-01	8.551640e-01	8.582140e-01	8.522440e-01	8.439730e-01	8.441200e-01	8.405370e-01	8.323790e-01	8.408360e-01	8.292610e-01	8.294780e-01	8.381340e-01	8.240570e-01	8.188180e-01	8.223220e-01	8.231470e-01	8.159060e-01	8.159040e-01	8.148710e-01	8.154290e-01	8.053660e-01	8.002880e-01	7.971280e-01	8.002310e-01	7.924240e-01	7.875850e-01	7.818860e-01	0
9.302180e-01	9.393070e-01	9.303150e-01	9.500350e-01	9.295860e-01	9.422150e-01	9.425210e-01	9.397790e-01	9.333490e-01	9.439550e-01	9.397000e-01	9.420950e-01	9.328240e-01	9.471570e-01	9.410050e-01	9.386070e-01	9.473560e-01	9.437200e-01	9.437630e-01	9.447860e-01	9.488550e-01	9.427650e-01	9.381550e-01	9.460360e-01	9.403070e-01	9.413230e-01	9.440100e-01	9.410680e-01	9.419520e-01	9.472880e-01	9.478430e-01	9.415350e-01	9.467260e-01	9.537540e-01	9.506110e-01	9.467310e-01	9.636860e-01	9.615400e-01	9.561910e-01	9.545430e-01	9.598090e-01	9.566790e-01	9.546170e-01	9.560870e-01	9.539870e-01	9.498940e-01	9.555710e-01	9.540760e-01	9.446200e-01	9.499860e-01	9.510460e-01	9.568820e-01	9.474720e-01	9.526940e-01	9.485820e-01	9.419460e-01	9.638500e-01	9.446300e-01	9.674750e-01	9.497160e-01	9.533410e-01	9.465290e-01	9.410100e-01	9.493270e-01	9.393130e-01	9.349810e-01	9.511660e-01	9.414140e-01	9.371340e-01	9.529800e-01	9.451540e-01	9.356800e-01	9.425590e-01	9.444520e-01	9.333090e-01	9.335380e-01	9.393360e-01	9.406690e-01	9.331770e-01	9.407660e-01	9.328640e-01	9.320000e-01	9.275980e-01	9.288960e-01	9.239500e-01	0
